scientific_name,retrieval_rank,paper_id,title,screening_status,tested_negative_candidate
Porcellio laevis,18,pmcid:PMC4230014,When the brain is prepared to learn: enhancing human learning using real-time fMRI.,pending,unknown
Porcellio laevis,19,pmid:42449052,A tad bit of learning: Place and response learning in green frog (Rana clamitans) tadpoles.,pending,unknown
Porcellio laevis,20,pmid:24896467,Further experimental analysis of the social learning and transmission of foraging information amongst Norway rats.,pending,unknown
Trichoniscus pusillus,1,pmcid:PMC3427554,Cognition in insects.,pending,unknown
Trichoniscus pusillus,2,pmid:13868584,Maze learning and associated behavior in planaria.,pending,unknown
Trichoniscus pusillus,3,pmcid:PMC13233874,Olfactory learning in two Amblypygi species Paraphrynus laevifrons and Phrynus pseudoparvulus.,pending,unknown
Trichoniscus pusillus,4,pmcid:PMC6729354,Corticohippocampal contributions to spatial and contextual learning.,pending,unknown
Trichoniscus pusillus,5,pmid:5455149,Equivocality of survival of learning acquired at the larval stage.,pending,unknown
Trichoniscus pusillus,6,pmid:5648225,Effect of acetoxycycloheximide on learning and memory of a light-dark discrimination.,pending,unknown
Trichoniscus pusillus,7,pmid:23933378,"Associative learning in a harvestman (Arachnida, Opiliones).",pending,unknown
Trichoniscus pusillus,8,pmid:3741600,Lack of task specificity and absence of posttraining effects of atropine on learning.,pending,unknown
Trichoniscus pusillus,9,pmid:9778637,Spatial and discrimination learning in rodents infected with the nematode Strongyloides ratti.,pending,unknown
Trichoniscus pusillus,10,pmcid:PMC11623650,Reliable odorant sensing but variable associative learning in C. elegans,pending,unknown
Trichoniscus pusillus,11,pmid:12973535,Are vectors able to learn about their hosts? A case study with Aedes aegypti mosquitoes.,pending,unknown
Trichoniscus pusillus,12,pmcid:PMC4262202,Mimicry Enhances Observational Learning in 16-Month-Old Infants.,pending,unknown
Trichoniscus pusillus,13,pmcid:PMC5825895,Impaired Object Recognition but Normal Social Behavior and Ultrasonic Communication in Cofilin1 Mutant Mice.,pending,unknown
Trichoniscus pusillus,14,pmid:21244140,Spatial learning in a T-maze by the crayfish Orconectes rusticus.,pending,unknown
Trichoniscus pusillus,15,pmid:11947999,Teaching and learning in a probabilistic prisoner's dilemma.,pending,unknown
Trichoniscus pusillus,16,pmid:18509679,Learning and orientation to odor in the bug Rhodnius prolixus Stal 1859 under laboratory conditions.,pending,unknown
Trichoniscus pusillus,17,pmcid:PMC9269982,Modelling learning in Caenorhabditis elegans chemosensory and locomotive circuitry for T-maze navigation.,pending,unknown
Trichoniscus pusillus,18,pmcid:PMC4230014,When the brain is prepared to learn: enhancing human learning using real-time fMRI.,pending,unknown
Trichoniscus pusillus,19,pmid:38821015,The effects of radiofrequency exposure on cognition: A systematic review and meta-analysis of human observational studies.,pending,unknown
Trichoniscus pusillus,20,pmid:30771027,Private information conflict: Lasius niger ants prefer olfactory cues to route memory.,pending,unknown
Zosis geniculata,1,pmcid:PMC10189306,No evidence of social learning in a socially roosting butterfly in an associative learning task.,pending,unknown
Zosis geniculata,2,pmcid:PMC7805697,A Comparison of Individual Learning and Social Learning in Zebrafish Through an Ethorobotics Approach.,pending,unknown
Zosis geniculata,3,pmid:7550612,Hippocampal long-term potentiation does not affect either discrimination learning or reversal learning of the rabbit nictitating membrane response.,pending,unknown
Zosis geniculata,4,pmid:3211096,Social memory deficits in adult male rats exposed to cadmium in infancy.,pending,unknown
Zosis geniculata,5,pmid:36216073,Field-realistic acute exposure to glyphosate-based herbicide impairs fine-color discrimination in bumblebees.,pending,unknown
Zosis geniculata,6,pmid:28888923,Social learning in a maze? Contrasting individual performance among wild zebrafish when associated with trained and naïve conspecifics.,pending,unknown
Zosis geniculata,7,pmid:19235756,Social facilitation of exploratory foraging behavior in capuchin monkeys (Cebus apella).,pending,unknown
Zosis geniculata,8,pmcid:PMC5792938,Testing social learning of anti-predator responses in juvenile jackdaws: the importance of accounting for levels of agitation.,pending,unknown
Zosis geniculata,9,pmcid:PMC11111793,Heuristic test reveals little effect of learning and maturation on early prey capture experiences in a web-building spider.,pending,unknown
Zosis geniculata,10,pmcid:PMC1088865,Do woodpecker finches acquire tool-use by social learning?,pending,unknown
Zosis geniculata,11,pmid:24162872,Project DyAdd: implicit learning in adult dyslexia and ADHD.,pending,unknown
Zosis geniculata,12,pmcid:PMC10927812,"Environmental harshness does not affect the propensity for social learning in great tits, Parus major.",pending,unknown
Zosis geniculata,13,pmid:25245305,Limited social learning of a novel technical problem by spotted hyenas.,pending,unknown
Zosis geniculata,14,pmid:3395440,Constraints on water maze spatial learning in rats: implications for behavioral studies of brain damage and recovery of function.,pending,unknown
Zosis geniculata,15,pmcid:PMC6539921,Can Low-Level Exposure to Radiofrequency Fields Effect Cognitive Behaviour in Laboratory Animals? A Systematic Review of the Literature Related to Spatial Learning and Place Memory.,pending,unknown
Zosis geniculata,16,pmid:7875539,Effects of human epidermal growth factor on passive avoidance and habituation learning in mice.,pending,unknown
Zosis geniculata,17,pmcid:PMC4658121,Same/Different Abstract Concept Learning by Archerfish (Toxotes chatareus).,pending,unknown
Zosis geniculata,18,pmid:3741600,Lack of task specificity and absence of posttraining effects of atropine on learning.,pending,unknown
Zosis geniculata,19,pmcid:PMC4126636,Age-dependent social learning in a lizard.,pending,unknown
Zosis geniculata,20,pmcid:PMC5049772,Associative Mechanisms Allow for Social Learning and Cultural Transmission of String Pulling in an Insect.,pending,unknown
