scientific_name,retrieval_rank,paper_id,title,screening_status,tested_negative_candidate
Saccopteryx bilineata,20,pmid:25245305,Limited social learning of a novel technical problem by spotted hyenas.,pending,unknown
Taeniopygia guttata,1,pmid:33959875,Learning about construction behaviour from observing an artefact: can experience with conspecifics aid in artefact recognition?,pending,unknown
Taeniopygia guttata,2,pmcid:PMC12440625,Better together than alone: sociality mitigates the negative impact of early family disruption on adult problem-solving performance in zebra finches.,pending,unknown
Taeniopygia guttata,3,pmcid:PMC12602269,No Sex-Differences in Learning Trap-Gap Problems in Zebra Finches.,pending,unknown
Taeniopygia guttata,4,pmid:29436762,Social learning in nest-building birds watching live-streaming video demonstrators.,pending,unknown
Taeniopygia guttata,5,pmcid:PMC7893234,Traffic noise inhibits cognitive performance in a songbird.,pending,unknown
Taeniopygia guttata,6,pmid:26301340,"A comparison of spontaneous problem-solving abilities in three estrildid finch (Taeniopygia guttata, Lonchura striata var. domestica, Stagonopleura guttata) species.",pending,unknown
Taeniopygia guttata,7,pmid:10202091,Song learning from playback in zebra finches: is there an effect of operant contingency?,pending,unknown
Taeniopygia guttata,8,pmcid:PMC5804164,Exposure to dietary mercury alters cognition and behavior of zebra finches.,pending,unknown
Taeniopygia guttata,9,pmid:28013062,Sex and pairing status impact how zebra finches use social information in foraging.,pending,unknown
Taeniopygia guttata,10,pmid:24797456,"Food preference and copying behaviour in zebra finches, Taeniopygia guttata.",pending,unknown
Taeniopygia guttata,11,pmcid:PMC2821343,Long-term social bonds promote cooperation in the iterated Prisoner's Dilemma.,pending,unknown
Taeniopygia guttata,12,pmcid:PMC539774,Juvenile zebra finches can use multiple strategies to learn the same song.,pending,unknown
Taeniopygia guttata,13,pmcid:PMC1685846,Song discrimination learning in zebra finches induces highly divergent responses to novel songs.,pending,unknown
Taeniopygia guttata,14,pmcid:PMC6729238,Limits on reacquisition of song in adult zebra finches exposed to white noise.,pending,unknown
Taeniopygia guttata,15,pmcid:PMC5543231,Early life manipulations of vasopressin-family peptides alter vocal learning.,pending,unknown
Taeniopygia guttata,16,pmid:41818808,Influence of behavioural contingency on developmental song learning in young zebra finches (Taeniopygia guttata) tutored by a robot bird.,pending,unknown
Taeniopygia guttata,17,pmcid:PMC12042645,Neural Activity During Call Production in the Female Zebra Finch Homolog of the Male Forebrain Song System.,pending,unknown
Taeniopygia guttata,18,pmcid:PMC4768697,Western scrub-jays do not appear to attend to functionality in Aesop's Fable experiments.,pending,unknown
Taeniopygia guttata,19,pmid:14570544,Development and adult phase plasticity of syllable repetitions in the birdsong of captive zebra finches (Taeniopygia guttata).,pending,unknown
Taeniopygia guttata,20,pmcid:PMC3367747,Olfactory kin recognition in a songbird.,pending,unknown
