Timepoint,Environment,PCD,Species,Statistics,Sex,Reference
Support large fraction of weight,Captive,327,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Support large fraction of weight,Captive,383,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Symphysis Height reaches 70% of stable value,,1746.4,Pan troglodytes,2,Male+Female,"Williams, Frank L'Engle. Heterochronic perturbations in the craniofacial evolution of Homo (Neandertals and modern humans) and Pan (P. troglodytes and P. paniscus). University of Massachusetts Amherst, 2001."
Symphysis Height reaches 80% of stable value,,2484.1,Pan troglodytes,2,Male+Female,"Williams, Frank L'Engle. Heterochronic perturbations in the craniofacial evolution of Homo (Neandertals and modern humans) and Pan (P. troglodytes and P. paniscus). University of Massachusetts Amherst, 2001."
Symphysis Height reaches 90% of stable value,,3439.7,Pan troglodytes,2,Male+Female,"Williams, Frank L'Engle. Heterochronic perturbations in the craniofacial evolution of Homo (Neandertals and modern humans) and Pan (P. troglodytes and P. paniscus). University of Massachusetts Amherst, 2001."
Third postural stages (Onset),Captive,363,Pan troglodytes,2,Male+Female,"Takeshita, H., Hirata, S., Sakai, T., & Myowa-Yamakoshi, M. (2016). Fetal behavioral development and brain growth in chimpanzees versus humans: a view from studies with 4d ultrasonography. In Fetal development (pp. 67-83). Springer, Cham. (book chapter)"
Tool use onset,Wild,600.6,Pan troglodytes,2,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Total protein % plateaus,Captive Laboratory,4423.56,Pan troglodytes,2,Female,https://primatedatabase.org
Total protein % plateaus,Captive Laboratory,5013.98,Pan troglodytes,2,Male,https://primatedatabase.org
Total protein % plateaus,,5199.7,Pan troglodytes,2,Male+Female,https://primatedatabase.org
Total protein % reaches 90% of the plateau,Captive Laboratory,1817.4,Pan troglodytes,2,Female,https://primatedatabase.org
Total protein % reaches 90% of the plateau,Captive Laboratory,1736.94,Pan troglodytes,2,Male,https://primatedatabase.org
Total protein % reaches 90% of the plateau,,1589.85,Pan troglodytes,2,Male+Female,https://primatedatabase.org
Total protein % reaches 92% of the plateau,Captive Laboratory,2338.63,Pan troglodytes,2,Female,https://primatedatabase.org
Total protein % reaches 92% of the plateau,Captive Laboratory,2392.35,Pan troglodytes,2,Male,https://primatedatabase.org
Total protein % reaches 92% of the plateau,,2312.55,Pan troglodytes,2,Male+Female,https://primatedatabase.org
Total protein % reaches 94% of the plateau,Captive Laboratory,2859.86,Pan troglodytes,2,Female,https://primatedatabase.org
Total protein % reaches 94% of the plateau,Captive Laboratory,3047.76,Pan troglodytes,2,Male,https://primatedatabase.org
Total protein % reaches 94% of the plateau,,3035.25,Pan troglodytes,2,Male+Female,https://primatedatabase.org
Total protein % reaches 96% of the plateau,Captive Laboratory,3381.09,Pan troglodytes,2,Female,https://primatedatabase.org
Total protein % reaches 96% of the plateau,Captive Laboratory,3703.17,Pan troglodytes,2,Male,https://primatedatabase.org
Total protein % reaches 96% of the plateau,,3754.3,Pan troglodytes,2,Male+Female,https://primatedatabase.org
Total protein % reaches 98% of the plateau,Captive Laboratory,3902.33,Pan troglodytes,2,Female,https://primatedatabase.org
Total protein % reaches 98% of the plateau,Captive Laboratory,4358.58,Pan troglodytes,2,Male,https://primatedatabase.org
Total protein % reaches 98% of the plateau,,4477,Pan troglodytes,2,Male+Female,https://primatedatabase.org
Transition between neonatal to social smiling,Captive,318,Pan troglodytes,2,Male+Female,"Mizuno Y, Takeshita H, Matsuzawa T. 2006.  Behavior of infant chimpanzees during the night in the first 4 months of life: Smiling and suckling in relation to behavioral state. Infancy. 9(2):221-40."
Trapezium ossification (Onset),,333,Pan troglodytes,2,Male+Female,"Prochel J, Vogel P, Sánchez-Villagra MR. Hand development and sequence of ossification in the forelimb of the European shrew Crocidura russula (Soricidae) and comparisons across therian mammals. J Anat. 2004 Aug;205(2):99-111. doi: 10.1111/j.0021-8782.2004.00321.x. PMID: 15291793; PMCID: PMC1571333."
Trapezoid ossification (Onset),,873,Pan troglodytes,2,Male+Female,"Prochel J, Vogel P, Sánchez-Villagra MR. Hand development and sequence of ossification in the forelimb of the European shrew Crocidura russula (Soricidae) and comparisons across therian mammals. J Anat. 2004 Aug;205(2):99-111. doi: 10.1111/j.0021-8782.2004.00321.x. PMID: 15291793; PMCID: PMC1571333."
Triquetral ossification (Onset),Captive,303.83,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Triquetral ossification (Onset),Captive,364.67,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Triquetral ossification (Onset),,303,Pan troglodytes,2,Male+Female,"Prochel J, Vogel P, Sánchez-Villagra MR. Hand development and sequence of ossification in the forelimb of the European shrew Crocidura russula (Soricidae) and comparisons across therian mammals. J Anat. 2004 Aug;205(2):99-111. doi: 10.1111/j.0021-8782.2004.00321.x. PMID: 15291793; PMCID: PMC1571333."
Turn to side and maintain balance,Captive,495,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Turn to side and maintain balance,Captive,425,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Upper Facial Height reaches 70% of stable value,,1715.8,Pan troglodytes,2,Male+Female,"Williams, Frank L'Engle. Heterochronic perturbations in the craniofacial evolution of Homo (Neandertals and modern humans) and Pan (P. troglodytes and P. paniscus). University of Massachusetts Amherst, 2001."
Upper Facial Height reaches 80% of stable value,,2572.8,Pan troglodytes,2,Male+Female,"Williams, Frank L'Engle. Heterochronic perturbations in the craniofacial evolution of Homo (Neandertals and modern humans) and Pan (P. troglodytes and P. paniscus). University of Massachusetts Amherst, 2001."
Upper Facial Height reaches 90% of stable value,,3649.2,Pan troglodytes,2,Male+Female,"Williams, Frank L'Engle. Heterochronic perturbations in the craniofacial evolution of Homo (Neandertals and modern humans) and Pan (P. troglodytes and P. paniscus). University of Massachusetts Amherst, 2001."
Walk development,Wild,369,Pan troglodytes,1,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Walk development,Wild,534,Pan troglodytes,3,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Walk development,Wild,445.5,Pan troglodytes,2,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Walk development (Offset),Captive,502,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Walk development (Onset),Captive,383,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Walk development (Onset),Captive,411,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Weaning,Captive,1354,Pan troglodytes,2,Male+Female,"https://genomics.senescence.info/species/dataset.zip; AnAge Build 15; de Magalhaes, J. P., Abidi, Z., Dos Santos, G. A., Avelar, R. A., Barardo, D., Chatsirisupachai, K., Clark, P., De-Souza, E. A., Johnson, E. J., Lopes, I., Novoa, G., Senez, L., Talay, A., Thornton, D., & To, P. K. P. (2024). Human Ageing Genomic Resources: updates on key databases in ageing research. Nucleic Acids Res, 52(D1), D900-D908."
Weaning,,1703,Pan troglodytes,2,Male+Female,"Heldstab, S. A., Isler, K., Schuppli, C., & van Schaik, C. P. (2020). When ontogeny recapitulates phylogeny: Fixed neurodevelopmental sequence of manipulative skills among primates. Sci Adv, 6(30), abb4685.https://doi.org/10.1126/sciadv.abb4685"
Weaning,Captive+Wild,1503.81,Pan troglodytes,2,Male+Female,"https://esapubs.org/archive/ecol/E090/184/PanTHERIA_1-0_WR05_Aug2008.txt; Jones, K. E., Bielby, J., Cardillo, M., Fritz, S. A., O'Dell, J., Orme, C. D. L., Safi, K., Sechrest, W., Boakes, E. H., Carbone, C., Connolly, C., Cutts, M. J., Foster, J. K., Grenyer, R., Habib, M., Plaster, C. A., Price, S. A., Rigby, E. A., Rist, J., . . . Michener, W. K. (2009). PanTHERIA: a species-level database of life history, ecology, and geography of extant and recently extinct mammals. Ecology, 90(9), 2648-2648. https://doi.org/10.1890/08-1494.1"
Weaning (Offset),Wild,1962.2,Pan troglodytes,2,Male+Female,"Lonsdorf EV, Stanton MA, Pusey AE, Murray CM. 2020. Sources of variation in weaned age among wild chimpanzees in Gombe National Park, Tanzania. Am J Phys Anthropol. 2020;171(3):419-429. doi:10.1002/ajpa.23986"
Weaning (Offset),Wild,1268.65,Pan troglodytes,1,Male+Female,"Lonsdorf EV, Stanton MA, Pusey AE, Murray CM. Sources of variation in weaned age among wild chimpanzees in Gombe National Park, Tanzania. American Journal of Physical Anthropology. 2020 Mar;171(3):419-29."
Weaning (Offset),Wild,3166.65,Pan troglodytes,3,Male+Female,"Lonsdorf EV, Stanton MA, Pusey AE, Murray CM. Sources of variation in weaned age among wild chimpanzees in Gombe National Park, Tanzania. American Journal of Physical Anthropology. 2020 Mar;171(3):419-29."
Weaning,,1355.13,Pan troglodytes,2,Male+Female,"https://figshare.com/articles/dataset/Full_Archive/3563457?backTo=/collections/An_amniote_life-history_database_to_perform_comparative_analyses_with_birds_mammals_and_reptiles/3308127; Myhrvold, N. P., Baldridge, E., Chan, B., Sivam, D., Freeman, D. L., & Ernest, S. M. (2015). An amniote life‐history database to perform comparative analyses with birds, mammals, and reptiles: Ecological Archives E096‐269. Ecology, 96(11), 3109-3109."
Weaning,,1979,Pan troglodytes,2,Male+Female,"Young, J. W., & Shapiro, L. J. (2018). Developments in development: What have we learned from primate locomotor ontogeny?. American Journal of Physical Anthropology, 165, 37-71."
Weaning (hand-reared) (Offset),Captive,693,Pan troglodytes,2,Male+Female,Taylor S. Infant Diet/care Notebook. American Association of Zoological Parks and Aquariums; 1980.
Weaning (hand-reared) (Onset),Captive,543,Pan troglodytes,2,Male+Female,Taylor S. Infant Diet/care Notebook. American Association of Zoological Parks and Aquariums; 1980.
Weaning (hand-reared) (Onset),Captive,363,Pan troglodytes,2,Male+Female,Taylor S. Infant Diet/care Notebook. American Association of Zoological Parks and Aquariums; 1980.
Weaning (Offset),Wild,1976.75,Pan troglodytes,2,Male+Female,"Smith TM, Machanda Z, Bernard AB, Donovan RM, Papakyrikos AM, Muller MN, Wrangham R. First molar eruption, weaning, and life history in living wild chimpanzees. Proceedings of the National Academy of Sciences. 2013 Feb 19;110(8):2787-91."
AD neuropathology onset,,13894,Pan troglodytes,2,Male+Female,"Average of Minimum reported age of Cortical CAA; Minimum reported age of Early stage amyloid-beta plaques in the brain; Minimum reported age of Meningeal CAA; Minimum reported age of Neurofibrillary tangles in the brain (Onset); Minimum reported age of pTau in the brain;  Edler, M. K., Sherwood, C. C., Meindl, R. S., Hopkins, W. D., Ely, J. J., Erwin, J., Mufson, E. J., Hof, P. R., & Raghanti, M. A. (2017). Aged chimpanzees exhibit pathologic hallmarks of Alzheimer’s disease. Neurobiology of Aging, 59, 107–120. https://doi.org/10.1016/j.neurobiolaging.2017.07.008; Gearing, M., Rebeck, G. W., Hyman, B. T., Tigges, J., & Mirra, S. S. (1994). Neuropathology and apolipoprotein E profile of aged chimpanzees: implications for Alzheimer disease. Proceedings of the National Academy of Sciences, 91(20), 9382–9386. https://doi.org/10.1073/pnas.91.20.9382"
Calcaneal epiphysis ossification (Onset),Captive,2627.3,Homo sapiens,2,Male+Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Calcaneal epiphysis ossification (Onset),Captive,1307.6,Pan troglodytes,2,Male+Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Capitulum ossification (Onset),Captive,422.085,Homo sapiens,2,Male+Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 1st finger ossification (Onset),Captive,756.67,Homo sapiens,2,Male+Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 1st finger ossification (Onset),Captive,1018.625,Pan troglodytes,2,Male+Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 1st toe ossification (Onset),Captive,680.625,Homo sapiens,2,Male+Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 1st toe ossification (Onset),Captive,729.665,Pan troglodytes,2,Male+Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 2nd finger ossification (Onset),Captive,1197.7,Homo sapiens,2,Male+Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 2nd finger ossification (Onset),Captive,790.5,Pan troglodytes,2,Male+Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 2nd toe ossification (Onset),Captive,1653.95,Homo sapiens,2,Male+Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
